reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
L. Angier,1,"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",2013-02-06,670,0,0,0,0,0.0,0.0
Lateef,0,"trash quality, broke and corrupted my data on two different cards",2014-01-07,335,0,0,0,0,0.0,0.0
Lazer Fers,1,"I purchased the card in the Sandisk packaging, so I am pretty sure it is genuine. I tested it with various programs on the web that apparently can detect whether they are fakes or not. This one turned out to be a real Sandisk card. The card came formatted with FAT32.I read on the web about these micro SDs, and apparently they are not as fast as the full SD card version. I borrowed my brothers Sandisk 32gb full SD card to make comparison tests. Here are my official/unofficial test results using DiskBench V2.6.2.0 and H2testw 1.4 test. I will give the results as an ""overall"" result, because after testing these cards over and over with speed writes and reads, the results get mixed and varied to a big degree... much larger than I expected, but the numerous tests showed me a ""general"" trend. The trend is that the full SD cards do write faster than the MicroSD card. But, also remember that the microSD had to be put into an adapter to do the test on my PC while the fullSD card was put into the computer reader directly.These are just my averages, but:Small file writes:Both SD cards wrote at close to 10mb/sec. The microSD was less consistent in the tests and sometimes dropped to 8mb/sec.Small file reads:Both SD cards read at close to 20 mb/sec at their fastest.Large file copies to card:MicroSD wrote at 3.5mb/sec while the fullSD wrote at about 4mb/secLarge file reads copies from card:MicroSD was 10mb/sec while the fullSD read at about 14mb/sec.My conclusion:My tests were by no means official for this card and showed much variance dependent on file size of the reads and writes, but the fullSD card was faster in many cases, but equal to microSD in most cases. The small file writes and reads showed that they are similar enough. But, my only concern is with large file writes.... is 3.5 mb/sec good enough for rapid photography on a high pixel camera? I don't know. I have had no problem using these cards with H264 movie capture for hours. I am surprised that 3.5 mb/sec is enough.Also, never during the huge file copies to the card did I get any noticeable heating of the card itself, by touch even for an hour. I've noticed that it has been a complaint from many people on the web, some stating that they felt they might burn themselves. I copied files that took more than an hour with no noticeable temperature change, other than, perhaps a couple of degrees. Of course, this was on a PC and not installed in a camera.The card performs well for video work, and appears to meet many other tests performed by other people. I never saw a read close to 30 mb/sec... they were very consistent at 20 mb/sec at the highest performance.I would get the card again, if the price were right.",2012-10-20,779,1,1,2,0,0.5,0.0945312057342307
LBB,1,As Advertised.  Appears to be working okay. No faults have occurred yet with the micro card.Would buy again. A+,2013-07-19,507,0,0,0,0,0.0,0.0
L. Brewer,1,"Item arrived in a timely manner via USPS (surprisingly).  I bought this card to go in my GoPro camera, it fit in there gerat and now I have 3 hours of recording time.",2013-11-01,402,0,1,1,-1,0.0,0.0
LeDerrius,1,Don't really use this for speed tests or anything but to hold music and everything it works great would recommend doesn't fail a lot and lose files,2013-12-31,342,0,0,0,0,0.0,0.0
L. F. Hunter,0,"This card continually unmounted in my S4. It was really painful, when I remounted the card I sometimes retrieved my files, sometimes not. I have to say, though, that a card test in my PC, using Crucial diagnostics, went fine. My gut feel is that the card overheats, and shuts down in the S4, although I have no proof of this. What I do know is that it didn't work for me, and many others (google it). Naturally, Amazon refunded me the purchase cost when I returned the card, gotta love Amazon.I now have a Samsung 64g card, and no problems so far. I like Sandisk, but there's a compatibility problem here with the S4.",2013-06-27,529,2,0,2,2,1.0,0.3423802275066531
LFP,1,Not a great deal to say about this. SanDisk is a reputable supplier and it was simply a plug-and-play installation for the phone. It is a memory card and it works.,2014-06-24,167,0,0,0,0,0.0,0.0
LGmommy,1,We bought this for our new camera when we were expecting our first child. We use the camera about once per week (the iphone is just easier and usually takes a better picture for some reason) and we transfer the photos to our PC. It has worked well and we have no complaints so far (7 months).,2013-07-28,498,0,0,0,0,0.0,0.0
L. He,0,"I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to.",2013-03-19,629,0,0,0,0,0.0,0.0
LincNeb,1,"When the price is right on these these memory cards, why not buy for it a late model tablet?  I could  also  make this a review for Class 4 Kingston 32 GB MicroSDHC, which I bought from Amazon at the same time.  The Class 10 cards will work in the late model tablets.  While there might be a small speed boost in booting up and having the tablet ready to run compared to a Class 6 or a lower class card.  I would say it there just isn't that huge of difference between this and lower speed cards.  I would say it's what inside the tablet that will determine it's boot-up speed more than the card you put into it.  In different devices such as cameras that can use this type of card this may very well --not-- be true.  But brand name and cost are the determining factors for what I buy to put in my tablets.",2014-03-01,282,0,0,0,0,0.0,0.0
Linda Kirk,1,My granddaughter wanted this for her phone so she could put songs on it.  She loved the card and its capacity.,2013-04-02,615,0,0,0,0,0.0,0.0
Linda Mienzer,1,Love this product. The card easily integrated with my cellphone. Small and very portable. I would gladly recommend this product to my friends.,2013-11-29,374,0,0,0,0,0.0,0.0
linuxpng,0,Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,2013-12-29,344,0,1,1,-1,0.0,0.0
longcat,0,"I have purchased two of these 64gb sd cards and used them in an Android phone, and in a video recorder.After about 3 months usage in my phone, the card would randomly unmount and it took many remounts or reboots to get the card to work again.  Eventually, it stopped accepting writes at all, and couldn't even be formatted... although I could see what was on there.I repurchased the card, and after a couple months, the same thing happened again: random unmounts.  I moved the card to a video recorder, where it worked for a while... but even with a different usage pattern, it died again.I have had no problems with 32GB cards so far.  I'm staying away from this generation of 64GB cards.----EDIT----Getting these cards RMA'd was quick and easy.  I had a Lexar 128GB SD card die too, and I sent the cards in all at the same time.  I haven't gotten an update from Lexar, but I got updates AND my replacement from SanDisk.  Supposedly there was something fixed in this new card revision.  I hope so.",2013-07-17,509,0,0,0,0,0.0,0.0
Louis Moga,0,"The cars seemed great, but occasionally the card is suddenly &#34;not formatted&#34;, even without writing new data to it. Has happened in multiple devices.I lost some video I can't rerecord on it, and am fairly upset.Some forums say that the early runs of these cards did that occasionally and that it has been fixed on new runs, but I find it difficult to trust them now. I have never had this problem with any SanDisk product before, including the 5 of these cards I have in 32GB.Very disappointed.",2013-12-29,344,0,0,0,0,0.0,0.0
"LP Johnson ""brother in the struggle""",1,"I like the storage capacity of this little gadget. Purchased for use in my SmartPhone. SanDIsk has shown itself to be a truly reliable and quality storage device company and should do well in years to come.  This 32 GB micro  memory card comes with an adapter so that you can use it for other purposes.  They tend to be a bit on the pricey side, but you can't beat Amazon for pricing.  Go ahead, get one or two of these, they are a worthwhile investment, and you won't be disappointed.",2014-01-29,313,0,1,1,-1,0.0,0.0
"L. Pombo ""felinelvr""",1,"I ordered a 64 Gig card, and the card received states it is a 64 Gig card, though it only hold 28 Gigs of Data! I got ripped off. I did not check it until after the 30 days had passed. But it appears to be some sort of scam. The card is clearly marked 64 gigs, and I have checked the card in two tablets, and two computers it is only a 32 Gig card.Edit: The company directed me to a tool to reformat this card and I was able to get close to my 64 gigs of data, though I do not like using third party tools. I have Windows, Mac and Linux systems and any of those OS's should have been able to format this card correctly. I will minus a star for having to use a third party tool. Otherwise these are great cards.",2014-03-19,264,0,0,0,0,0.0,0.0
